Codigo	Nome	Nome_iupac	Familia	Especie	Smile	HBA	HBD	Atividade_biologica	Localizacao	Localizacao_arquivo	massa_molecular	Formula_molecular	Logp	Referencia	Data	Datamod	Hora	Tipo
VE0IBA0AF	Procesterol	(2R,4aR,6aR,6bS,8aS,10R,12aS,12bR,14bR)- 2,4a,6a,6b,9,9,12a,12b-octamethyl-1-methylidene-10- phenoxy-docosahydropicene 	APOCYNACEAE	Calotropis procera (Aiton) W.T.Aiton	C[C@@H]1CC[C@]2(C)CC[C@]3(C)C(CC[C@]4(C)[C@@]5(C)CC[C@@H](OC6=CC=CC=C6)C(C)(C)[C@H]5CC[C@@]34C)[C@H]2C1=C	0	0	Antibacterial, Antimalarial, Larvicide, Cytostatic, Analgesic, Anti-Diarrheal, Estrogenic	Planta ruderal nativa da Ásia e África, e introduzida na Austrália e nas Américas.	Molecules\VE0IBA0AF.mol	516.84	C37H56O	11.95	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 64.	2012-7-1	2014-22-29	10:53:23	Natural
VE0JBA0AF	Acetato de calotropenila	(1S,2S,4R,5R,7S,10S,11S,14R,15R)-4,5,11-trihydroxy- 7,15-dimethyl-14-(5-oxo-2,5-dihydrofuran-3- yl)tetracyclo[8.7.0.02,7.011,15]heptadecane-2- carbaldehyde	APOCYNACEAE	Calotropis procera (Aiton) W.T.Aiton	C[C@]12CC[C@H]3[C@H](CC[C@@]4(C)C[C@@H](O)[C@H](O)C[C@]34C=O)[C@@]1(O)CC[C@@H]2C1=CC(=O)OC1	5	3	Antibacterial, Antimalarial, Larvicide, Cytostatic, Analgesic, Anti-Diarrheal, Estrogenic	Planta ruderal nativa da Ásia e África, e introduzida na Austrália e nas Américas.	Molecules\VE0JBA0AF.mol	418.52	C24H34O6	1.22	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 64.	2012-7-1	2014-22-29	10:54:23	Natural
VE0LBA0AF	Ajmalina	(1R,9S,10S,12S,13S,14R,16S,17S,18S)-13-ethyl-8- methyl-8,15- diazahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca- 2,4,6-triene-14,18-diol	APOCYNACEAE	Rauvolfia ligustrina Willd. Ex Roem. & Schult.	CC[C@H]1[C@H]2C[C@H]3[C@H]4N(C)C5=CC=CC=C5[C@]44C[C@@H]([C@H]2[C@@H]4O)N3[C@@H]1O	2	2	Spasmolytic and Hypotensive	Ocorre na América do Sul e América Central, incluindo o Caribe.	Molecules\VE0LBA0AF.mol	326.43	C20H26N2O2	1.81	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 66.	2012-7-1	2014-22-29	11:5:44	Natural
VE0MBA0AF	Iohimbina	methyl (1R,15S,16S,20R)-16-methyl-17-oxa-3,13- diazapentacyclo[11.8.0.02,10.04,9.015,20]henicosa- 2(10),4,6,8,18-pentaene-19-carboxylate	APOCYNACEAE	Rauvolfia ligustrina Willd. Ex Roem. & Schult.	COC(=O)C1=CO[C@@H](C)[C@@H]2CN3CCC4=C(NC5=CC=CC=C45)[C@H]3C[C@@H]12	1	1	Spasmolytic and Hypotensive	Ocorre na América do Sul e América Central, incluindo o Caribe.	Molecules\VE0MBA0AF.mol	352.43	C21H24N2O3	2.75	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 66.	2012-7-1	2014-22-29	11:7:43	Natural
VE0NBA0SF	Ácido 16,18-diidroxikolavenico	(2Z)-5-[(1S,2R,4aR,8aR)-5-(hydroxymethyl)-1,2,4a- trimethyl-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1- yl]-3-(hydroxymethyl) pent-2-enoic acid 	ASTERACEAE	Acritopappus confertus (Gardner) R.M.King & H.Rob	C[C@@H]1CC[C@]2(C)[C@H](CCC=C2CO)[C@@]1(C)CC\C(CO)=C\C(O)=O	4	3	No information	Ocorre na região norte do Brasil, com distribuição na Bahia, desde o litoral até as serras, Sergipe, Ceará e Pernambuco.	Molecules\VE0NBA0SF.mol	336.47	C20H32O4	3.68	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 71.	2012-7-1	2014-22-29	10:56:20	Natural
VE0OBA0SF	Ácido acritoconferico	2-[(1S,4aS,8aR)-2-(hydroxymethyl)-5,5-dimethyl-1,4,4a, 5,6,7,8,8a-octahydronaphthalen-1-yl]acetic acid	ASTERACEAE	Acritopappus confertus (Gardner) R.M.King & H.Rob	CC1(C)CCC[C@H]2[C@H](CC(O)=O)C(CO)=CC[C@H]12	3	2	No information	Ocorre na região norte do Brasil, com distribuição na Bahia, desde o litoral até as serras, Sergipe, Ceará e Pernambuco.	Molecules\VE0OBA0SF.mol	252.35	C15H24O3	2.44	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 71.	2012-7-1	2014-22-29	10:56:40	Natural
VE0PBA0SF	Ácido acritopappus	2-[(1S,2R,4aR,8aS)-5-(hydroxymethyl)-1,2,4a- trimethyl-1,2,3, 4,4a,7,8,8a-octahydronaphthalen-1- yl]acetic acid 	ASTERACEAE	Acritopappus confertus (Gardner) R.M.King & H.Rob	C[C@@H]1CC[C@]2(C)[C@@H](CCC=C2CO)[C@@]1(C)CC(O)=O	3	2	No information	Ocorre na região norte do Brasil, com distribuição na Bahia, desde o litoral até as serras, Sergipe, Ceará e Pernambuco.	Molecules\VE0PBA0SF.mol	266.38	C16H26O3	2.98	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 71.	2012-7-1	2014-22-29	10:57:2	Natural
VE0QBA0AF	Labdanos glicosilados	(2R,3S,4aR,5S,8aS)-1,1,4a,6-tetramethyl-5-[(3E)-3-methyl-5-phenoxypent-3-en-1-yl]-3- {[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy}-1,2,3,4, 4a,5,8,8a-octahydronaphthalen-2-yl  (2Z)-2-methylbut-2-enoate 	ASTERACEAE	Baccharis serrulata DC.	C\C=C(\C)C(=O)O[C@H]1[C@@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)C[C@]2(C)[C@@H](CC\C(C)=C\COC3=CC=CC=C3)C(C)=CC[C@@H]2C1(C)C	4	3	Anti-inflammatory	Planta com ampla distribuição no Brasil, estendendo-se desde Pernambuco até Rio Grande do Sul.	Molecules\VE0QBA0AF.mol	626.82	C37H54O8	6.36	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 72.	2012-7-1	2014-22-29	10:58:12	Natural
VE0RBA0AF	Labdanos glicosilados	(2R,3S,4aR,5S,8aS)-5-[(3E)-5-hydroxy-3-methylpent-3- en-1-yl]-1,1,4a,6-tetramethyl-3-{[(2S,3R,4R,5R,6S)- 3,4,5-trihydroxy-6-methyloxan-2-yl]oxy}- 1,2,3,4,4a,5,8,8a-octahydronaphthalen-2-yl (2Z)-2- methylbut-2-enoate 	ASTERACEAE	Baccharis serrulata DC.	OC\C=C(/C)CC[C@H]1C(C)=CC[C@@H]2C(C)(C)[C@@H](OC(=O)C(\C)=C/C)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)C[C@]12C	5	4	Anti-inflammatory 	Planta com ampla distribuição no Brasil, estendendo-se desde Pernambuco até Rio Grande do Sul.	Molecules\VE0RBA0AF.mol	550.72	C31H50O8	4.01	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 72.	2012-7-1	2014-22-29	11:10:56	Natural
VE0SBA0AF	Sem nome 1	(3bS,4R,5S,7aS)-4,5-dimethyl-4-{2-[(3S)-5- oxooxolan-3-yl]ethyl}-H,H,1H,3H,3bH,4H,5H,6H,7H-naphtho[4,4a-c]furan-1,6-dione 	ASTERACEAE	Baccharis trinervis (Lamp.) Pers.	C[C@@H]1C(=O)C[C@@]23COC(=O)C2=CCC[C@H]3[C@@]1(C)CC[C@@H]1COC(=O)C1	3	0	Antiviral	Espécie bastante difundia na América, vivendo tanto ao nível do mar quanto em grandes altitudes. Ocorre desde o México até o sul do Brasil e norte da Argentina.	Molecules\VE0SBA0AF.mol	346.42	C20H26O5	2.76	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 74.	2012-7-1	2014-22-29	11:10:39	Natural
VE0TBA0AF	Sem Nome 2	(4R)-4-{2-[(3bS,4S, 5R,7aS)-4,5-dimethyl-1-oxo-H,H,1H,3H, 3bH,4H,5H,6H,7H-naphtho[4,4a-c]furan-4-yl]ethyl}oxolan-2-one	ASTERACEAE	Baccharis trinervis (Lamp.) Pers.	C[C@@H]1CC[C@@]23COC(=O)C2=CCC[C@H]3[C@@]1(C)CC[C@H]1COC(=O)C1	2	0	Antiviral	Espécie bastante difundia na América, vivendo tanto ao nível do mar quanto em grandes altitudes. Ocorre desde o México até o sul do Brasil e norte da Argentina.	Molecules\VE0TBA0AF.mol	332.43	C20H28O4	4.2	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 74.	2012-7-1	2014-22-29	11:11:35	Natural
VE0UBA0AF	Sem Nome 3	4-{2-[(3bS,4S,5R,7aS)-4,5-dimethyl-1-oxo- H,H,1H,3H,3bH,4H,5H,6H,7H-naphtho[4,4a-c]furan-4-yl]ethyl}-2,5-dihydrofuran-2-one 	ASTERACEAE	Baccharis trinervis (Lamp.) Pers.	C[C@@H]1CC[C@@]23COC(=O)C2=CCC[C@H]3[C@@]1(C)CCC1=CC(=O)OC1	2	0	Antiviral	Espécie bastante difundia na América, vivendo tanto ao nível do mar quanto em grandes altitudes. Ocorre desde o México até o sul do Brasil e norte da Argentina.	Molecules\VE0UBA0AF.mol	330.42	C20H26O4	3.79	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 74.	2012-7-1	2014-22-29	11:11:49	Natural
VE0VBA0AF	Desoxiarticulina	(3bS,4R,5S,7aS)-4,5-dimethyl-4-[2-(5-oxo-2,5- dihydrofuran-3-yl)ethyl]-H,H,1H,3H,3bH,4H,5H,6H,7H-naphtho[4,4a-c]furan-1,6-dione 	ASTERACEAE	Baccharis trinervis (Lamp.) Pers.	C[C@@H]1C(=O)C[C@@]23COC(=O)C2=CCC[C@H]3[C@@]1(C)CCC1=CC(=O)OC1	3	3	Antiviral	Espécie bastante difundia na América, vivendo tanto ao nível do mar quanto em grandes altitudes. Ocorre desde o México até o sul do Brasil e norte da Argentina.	Molecules\VE0VBA0AF.mol	334.4	C20H24O5	2.35	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 74.	2012-7-1	2014-22-29	11:12:28	Natural
VE0XBA0SF	Eremantolideo	(3R,4S,8R,9S,11R)-3-hydroxy-11-methyl-2,7- dimethylidene-6,12-dioxo-5,14- dioxatricyclo [9.2.1.04,8]tetradec-1(13)-en-9-yl 2- methylprop-2-enoate	ASTERACEAE	Centratherum punctatum Cass.	CC(=C)C(=O)O[C@H]1C[C@@]2(C)OC(=CC2=O)C(=C)[C@@H](O)[C@H]2OC(=O)C(=C)[C@H]12	4	1	No information	Espécie originada da Costa Atlântica da América do Sul. É uma espécie daninha encontrada principalmente em ambientes úmidos com solos férteis. É também utilizada como planta ornamental e para fins medicinais	Molecules\VE0XBA0SF.mol	360.36	C19H20O7	1.27	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 75.	2012-7-1	2014-22-29	11:13:5	Natural
VE0ZBA0AF	Lactona do ácido 12-acetoxi-hawtriwaico	(1S)-2-[(3bR,4S,5R,7aR)-4,5-dimethyl-1-oxo- H,H,1H,3H,3bH,4H,5H,6H,7H-naphtho[4,4a-c]furan-4-yl]-1-(furan-3-yl)ethyl acetate 	ASTERACEAE	Egletes viscosa (L.) Less.	C[C@@H]1CC[C@]23COC(=O)C2=CCC[C@@H]3[C@@]1(C)C[C@H](OC(C)=O)C1=COC=C1	2	0	Antispasmodic, Gastroprotective, Analgesic, Antiinflammatory, Hepatoprotective, Gastroprotective, Antiviral, Antianafilática. 	Espécie com ampla distribuição na América Central e do Sul. É comum na caatinga, em áreas úmidas, em leitos e margens arenosas de rios intermitentes.  	Molecules\VE0ZBA0AF.mol	372.45	C22H28O5	4.28	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 78.	2012-7-1	2014-22-29	11:17:38	Natural
VE0ACA0SF	Lactona sesquiterpenicas	(1R,3S,5R,6S,7S,8S,9S)-5-[(2S)-butan-2-yl]-5,8,9- trihydroxy-1,6-dimethyl-10-methylidene-13-oxo-4,14-dioxatricyclo [9.2.1.03,7]tetradec-11-ene-6- carboxylic acid	ASTERACEAE	Ermanthus arboreus (Gardner) MacLeish	CC[C@H](C)[C@@]1(O)O[C@H]2C[C@@]3(C)OC(=CC3=O)C(=C)[C@H](O)[C@@H](O)[C@@H]2[C@]1(C)C(O)=O	6	4	No information	Espécie com ocorrência na Bahia, Ceará e Pernambuco em altitudes ca. 700m. Amplamente distribuída em áreas de caatinga.	Molecules\VE0ACA0SF.mol	396.43	C20H28O8	0.73	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 80.	2012-7-1	2014-22-29	11:18:12	Natural
VE0BCA0SF	Eremantina	(3aS,6aR,9aR,9bS)-6-methyl-3,9-dimethylidene- 2H,3H,3aH,4H,6aH,7H,8H,9H,9aH,9bH-azuleno[4,5- b]furan-2-one 	ASTERACEAE	Ermanthus incanus (Less.) Less.	CC1=CC[C@@H]2[C@H](OC(=O)C2=C)[C@@H]2[C@H]1CCC2=C	1	0	No information	Espécie com ampla distribuição nas regiões Central e Leste do Brasil, ocorrendo em áreas de cerrado, floresta secundária e caatinga.	Molecules\VE0BCA0SF.mol	230.3	C15H18O2	2.57	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 81.	2012-7-1	2014-22-29	11:18:39	Natural
VE0CCA0SF	Acetofenona 5	(3aS,9aS,9bS)-6,9-dimethyl-3-methylidene- 2H,3H,3aH,4H,5H,7H,9aH,9bH-azuleno[4,5-b]furan-2,7-dione 	ASTERACEAE	Platypodanthera melissifolia (DC.) M.R.King & H.Rob.	CC1=CC(=O)C2=C(C)CC[C@@H]3[C@H](OC(=O)C3=C)[C@@H]12	2	0	No information	Espécie endêmica do nordeste brasileiro, tendo ocorrência em alagoas, Bahia, Paraíba e Pernambuco. Nos campos rupestres do Pico das Almas (Bahia), a espécie ocorre em solo arenoso ou periodicamente inundado.	Molecules\VE0AAA0SF.mol	244.29	C15H16O3	1.51	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 85.	2012-7-1	2014-22-29	11:18:59	Natural
VE0DCA0SF	Acetofenona 4	4-methyl-2-[(3E)-penta-1,3-dien-2-yl]phenyl  formate 	ASTERACEAE	Platypodanthera melissifolia (DC.) M.R.King & H.Rob.	C\C=C\C(=C)C1=C(OC=O)C=CC(C)=C1	0	0	No information	Espécie endêmica do nordeste brasileiro, tendo ocorrência em alagoas, Bahia, Paraíba e Pernambuco. Nos campos rupestres do Pico das Almas (Bahia), a espécie ocorre em solo arenoso ou periodicamente inundado.	Molecules\VE0DCA0SF.mol	202.25	C13H14O2	3429	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 85.	2012-7-1	2014-22-29	11:19:27	Natural
VE0GCA0SF	Guaianolideo	2-[(2R)-5-acetyl-6-methoxy-2,3-dihydro-1- benzofuran-2-yl]prop-2-en-1-yl acetate 	ASTERACEAE	Platypodanthera melissifolia (DC.) M.R.King & H.Rob.	COC1=C(C=C2C[C@@H](OC2=C1)C(=C)COC(C)=O)C(C)=O	2	0	No information	Espécie endêmica do nordeste brasileiro, tendo ocorrência em alagoas, Bahia, Paraíba e Pernambuco. Nos campos rupestres do Pico das Almas (Bahia), a espécie ocorre em solo arenoso ou periodicamente inundado.	Molecules\VE0GCA0SF.mol	290.31	C16H18O5	2.21	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 85.	2012-7-1	2014-22-29	11:20:32	Natural
VE0HCA0SF	Acetofenona 6	1-[(2S,6S)-10-methoxy-5-methylidene-3,7- dioxatricyclo[6.4.0.0^{2,6}]dodeca-1(12),8,10- trien-11-yl]ethan-1-one	ASTERACEAE	Platypodanthera melissifolia (DC.) M.R.King & H.Rob.	COC1=C(C=C2[C@@H]3OCC(=C)[C@@H]3OC2=C1)C(C)=O	1	0	No information	Espécie endêmica do nordeste brasileiro, tendo ocorrência em alagoas, Bahia, Paraíba e Pernambuco. Nos campos rupestres do Pico das Almas (Bahia), a espécie ocorre em solo arenoso ou periodicamente inundado.	Molecules\VE0HCA0SF.mol	246.26	C14H14O4	0.88	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 85.	2012-7-1	2014-22-29	11:22:3	Natural
VE0ICA0AF	Sakurentina	(2S)-5-hydroxy-2-(4-hydroxyphenyl)-7-methoxy-3,4- dihydro-2H-1-benzopyran-4-one 	ASTERACEAE	Trixis vauthieri DC.	COC1=CC2=C(C(=O)C[C@H](O2)C2=CC=C(O)C=C2)C(O)=C1	3	2	Anti-Trypanosoma cruzi 	Trixis vauthieri é uma espécie restrita ao Brasil e ocorre nos estados do Piauí, Bahia, Minas Gerais e São Paulo. Predomina nas regiões serranas e se comporta como espécie heliófila.	Molecules\VE0ICA0AF.mol	286.28	C16H14O5	2.85	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 88.	2012-7-1	2014-22-29	14:30:20	Natural
VE0JCA0AF	7-metoxi-aromadendrina	(2R,3R)-3,5-dihydroxy-2-(4-hydroxyphenyl)-7- methoxy-3,4-dihydro-2H-1-benzopyran-4-one 	ASTERACEAE	Trixis vauthieri DC.	COC1=CC2=C(C(O)=C1)C(=O)[C@H](O)[C@H](O2)C1=CC=C(O)C=C1	4	3	Anti-Trypanosoma cruzi	Trixis vauthieri é uma espécie restrita ao Brasil e ocorre nos estados do Piauí, Bahia, Minas Gerais e São Paulo. Predomina nas regiões serranas e se comporta como espécie heliófila.	Molecules\VE0JCA0AF.mol	302.28	C16H14O6	1.63	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 88.	2012-7-1	2014-22-29	14:30:34	Natural
VE0LCA0AF	Penduletina	5-hydroxy-2-(4-hydroxyphenyl)-3,6,7-trimethoxy-4H- chromen-4-one 	ASTERACEAE	Trixis vauthieri DC.	COC1=CC2=C(C(O)=C1OC)C(=O)C(OC)=C(O2)C1=CC=C(O)C=C1	3	2	Anti-Trypanosoma cruzi 	Trixis vauthieri é uma espécie restrita ao Brasil e ocorre nos estados do Piauí, Bahia, Minas Gerais e São Paulo. Predomina nas regiões serranas e se comporta como espécie heliófila.	Molecules\VE0LCA0AF.mol	344.32	C18H16O7	3.14	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 88.	2012-7-1	2014-22-29	14:35:47	Natural
VE0MCA0AF	Calycopterina	5-hydroxy-2-(4-hydroxyphenyl)-3,6,7,8-tetramethoxy- 4H-chromen-4-one 	ASTERACEAE	Trixis vauthieri DC.	COC1=C(O)C2=C(OC(=C(OC)C2=O)C2=CC=C(O)C=C2)C(OC)=C1OC	3	2	Anti-Trypanosoma cruzi 	Trixis vauthieri é uma espécie restrita ao Brasil e ocorre nos estados do Piauí, Bahia, Minas Gerais e São Paulo. Predomina nas regiões serranas e se comporta como espécie heliófila.	Molecules\VE0MCA0AF.mol	374.34	C19H18O8	3.12	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 88.	2012-7-1	2014-22-29	14:35:38	Natural
VE0PCA0AF	5,5’-Diidroxi-3,4’7-trimetoxiflavanona	(2S)-2-(3,4-dihydroxy-5-methoxyphenyl)-5-hydroxy-7- methoxy-3,4-dihydro-2H-1-benzopyran-4-one 	BIGNONIACEAE	Melloa quadrivalvis (Jacq.) A. H. Gentry	COC1=CC2=C(C(=O)C[C@H](O2)C2=CC(OC)=C(O)C(O)=C2)C(O)=C1	4	3	inhibit cell growth (NCIH-292).	Ocorre na América Tropical desde o México até a Argentina. No Brasil ocorre do Ceará a Rio Grande do Sul, raramente na Amazônia.	Molecules\VE0PCA0AF.mol	332.3	C17H16O7	2.57	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 96.	2012-7-1	2014-23-6	9:14:15	Natural
VE0RCA0AF	Betulina	(1R,2R,5S,8S,9S,10S,13R,14R,17S,19S)-5- (hydroxymethyl)-1,2,14,18,18-pentamethyl-8-(propan-2- yl)pentacyclo[11.8.0.02,10.05,9.014,19]henicosan- 17-ol	BIGNONIACEAE	Pyrostegia venustra (Ker-Gawl.) Miers	CC(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@H]5CC[C@@]34C)[C@H]12	2	2	Antitumor and Cytotoxicity	Esta espécie é reconhecida como nativa pelo menos no Brasil, Paraguai e Bolívia, porém sua ocorrência natural é obscura por ser uma espécie amplamente cultivada e naturalizada.	Molecules\VE0RCA0AF.mol	444.73	C30H52O2	8.35	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 98.	2012-7-1	2014-22-29	11:29:21	Natural
VE0SCA0AF	Nafto[2,3-b]-furano-4,9-diona-5-hidroxi-2(1’-hidroxi-etil)	5-hydroxy-2-[(1R)-1-hydroxyethyl]-4H,9H- naphtho[2,3-b]furan-4,9-dione 	BIGNONIACEAE	Tabebuia aurea (Manso) Benth. & Hook. F. ex S. Moore	C[C@@H](O)C1=CC2=C(O1)C(=O)C1=C(C(O)=CC=C1)C2=O	4	2	Antimalarial, Antimicrobial,  cytotoxic,  uterine stimulant and molluscicidal.	Espécie característica do cerrado brasileiro, também difundido nas florestas secas e savanas do sul a norte da Argentina, oeste da Bolívia e ocorrem disjuntas no sul do Suriname. Muito cultivada.	Molecules\VE0SCA0AF.mol	258.23	C14H10O5	2.01	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 101.	2012-7-1	2014-22-29	14:50:4	Natural
